checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since,property_magnitude,age,other_installment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,is_high_risk
menos_de_0_DM,21,pagados_hasta_ahora,radio_tv,1835,menos_de_100_DM,1_a_4_anios,3,mujer_divorciada_separada_casada,ninguno,2,inmueble,25,ninguno,propia,2,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,coche_usado,3868,menos_de_100_DM,7_anios_o_mas,4,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,41,ninguno,alquiler,2,directivo_autonomo_alta_cualificacion,1,si,si,0
sin_cuenta_corriente,12,pagados_hasta_ahora,mobiliario,1768,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,2,inmueble,24,ninguno,alquiler,1,no_cualificado_residente,1,no,si,0
200_DM_o_mas,10,cuenta_critica_otros_bancos,coche_nuevo,781,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,63,ninguno,gratuita,2,empleado_cualificado,1,si,si,0
0_a_200_DM,18,pagados_hasta_ahora,mobiliario,1924,desconocido_sin_cuenta_ahorro,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,3,inmueble,27,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,12,cuenta_critica_otros_bancos,coche_nuevo,2121,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,seguro_vida_o_similar,30,ninguno,propia,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,radio_tv,701,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,ninguno,2,inmueble,40,ninguno,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,12,pagados_hasta_ahora,reparaciones,639,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,coche_u_otro,30,ninguno,propia,1,empleado_cualificado,1,no,si,1
0_a_200_DM,12,cuenta_critica_otros_bancos,coche_usado,1860,menos_de_100_DM,desempleado,4,hombre_soltero,ninguno,2,coche_u_otro,34,ninguno,propia,2,directivo_autonomo_alta_cualificacion,1,si,si,0
menos_de_0_DM,12,cuenta_critica_otros_bancos,coche_nuevo,3499,menos_de_100_DM,1_a_4_anios,3,mujer_divorciada_separada_casada,codeudor,2,inmueble,29,ninguno,propia,2,empleado_cualificado,1,no,si,1
0_a_200_DM,48,pagados_hasta_ahora,coche_nuevo,8487,desconocido_sin_cuenta_ahorro,4_a_7_anios,1,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,24,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,36,retraso_en_pagos_previos,educacion,6887,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,3,seguro_vida_o_similar,29,tiendas,propia,1,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,15,pagados_hasta_ahora,mobiliario,2708,menos_de_100_DM,menos_de_1_anio,2,hombre_soltero,ninguno,3,seguro_vida_o_similar,27,banco,propia,2,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,18,pagados_hasta_ahora,mobiliario,1984,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,47,banco,gratuita,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,60,pagados_hasta_ahora,radio_tv,10144,100_a_500_DM,4_a_7_anios,2,mujer_divorciada_separada_casada,ninguno,4,inmueble,21,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,radio_tv,1240,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,mujer_divorciada_separada_casada,ninguno,2,inmueble,38,ninguno,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,27,retraso_en_pagos_previos,coche_usado,8613,1000_DM_o_mas,1_a_4_anios,2,hombre_soltero,ninguno,2,coche_u_otro,27,ninguno,propia,2,empleado_cualificado,1,no,si,0
0_a_200_DM,12,pagados_hasta_ahora,radio_tv,766,500_a_1000_DM,1_a_4_anios,4,hombre_soltero,ninguno,3,inmueble,66,ninguno,propia,1,no_cualificado_residente,1,no,si,1
0_a_200_DM,15,cuenta_critica_otros_bancos,radio_tv,2728,desconocido_sin_cuenta_ahorro,4_a_7_anios,4,hombre_soltero,avalista,2,inmueble,35,banco,propia,3,empleado_cualificado,1,si,si,0
200_DM_o_mas,12,pagados_hasta_ahora,radio_tv,1881,menos_de_100_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,44,ninguno,alquiler,1,no_cualificado_residente,1,si,si,0
200_DM_o_mas,6,pagados_hasta_ahora,coche_nuevo,709,1000_DM_o_mas,menos_de_1_anio,2,hombre_casado_viudo,ninguno,2,inmueble,27,ninguno,propia,1,no_cualificado_no_residente,1,no,no,0
0_a_200_DM,36,pagados_hasta_ahora,radio_tv,4795,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,1,desconocido_sin_propiedad,30,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,0
menos_de_0_DM,27,pagados_hasta_ahora,radio_tv,3416,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,2,coche_u_otro,27,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,no,si,0
menos_de_0_DM,18,pagados_hasta_ahora,mobiliario,2462,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,coche_u_otro,22,ninguno,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,21,cuenta_critica_otros_bancos,mobiliario,2288,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,23,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,48,todos_pagados_en_este_banco,negocio,3566,100_a_500_DM,4_a_7_anios,4,hombre_soltero,ninguno,2,coche_u_otro,30,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,6,cuenta_critica_otros_bancos,coche_nuevo,860,menos_de_100_DM,7_anios_o_mas,1,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,39,ninguno,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,coche_nuevo,682,100_a_500_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,3,coche_u_otro,51,ninguno,propia,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,36,cuenta_critica_otros_bancos,mobiliario,5371,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,avalista,2,seguro_vida_o_similar,28,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,radio_tv,1582,1000_DM_o_mas,7_anios_o_mas,4,hombre_soltero,ninguno,4,coche_u_otro,46,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,6,pagados_hasta_ahora,radio_tv,1346,100_a_500_DM,7_anios_o_mas,2,hombre_soltero,ninguno,4,desconocido_sin_propiedad,42,banco,gratuita,1,empleado_cualificado,2,si,si,0
sin_cuenta_corriente,10,pagados_hasta_ahora,radio_tv,1924,menos_de_100_DM,1_a_4_anios,1,hombre_soltero,ninguno,4,seguro_vida_o_similar,38,ninguno,propia,1,empleado_cualificado,1,si,no,0
200_DM_o_mas,36,pagados_hasta_ahora,radio_tv,5848,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,1,coche_u_otro,24,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,24,cuenta_critica_otros_bancos,coche_usado,7758,1000_DM_o_mas,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,29,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
0_a_200_DM,24,retraso_en_pagos_previos,negocio,6967,100_a_500_DM,4_a_7_anios,4,hombre_soltero,ninguno,4,coche_u_otro,36,ninguno,alquiler,1,directivo_autonomo_alta_cualificacion,1,si,si,0
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,1282,menos_de_100_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,20,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,9,cuenta_critica_otros_bancos,reparaciones,1288,100_a_500_DM,7_anios_o_mas,3,hombre_soltero,avalista,4,inmueble,48,ninguno,propia,2,empleado_cualificado,2,no,no,0
menos_de_0_DM,12,todos_pagados_en_este_banco,reciclaje_profesional,339,menos_de_100_DM,7_anios_o_mas,4,hombre_casado_viudo,ninguno,1,coche_u_otro,45,banco,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,24,pagados_hasta_ahora,coche_nuevo,3512,100_a_500_DM,4_a_7_anios,2,hombre_soltero,ninguno,3,coche_u_otro,38,banco,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,6,cuenta_critica_otros_bancos,radio_tv,1898,desconocido_sin_cuenta_ahorro,1_a_4_anios,1,hombre_soltero,ninguno,2,inmueble,34,ninguno,propia,2,no_cualificado_residente,2,no,si,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,radio_tv,2872,100_a_500_DM,7_anios_o_mas,3,hombre_soltero,ninguno,4,inmueble,36,ninguno,propia,1,empleado_cualificado,2,si,si,0
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,coche_nuevo,1055,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,1,seguro_vida_o_similar,30,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,15,pagados_hasta_ahora,electrodomesticos,1262,500_a_1000_DM,4_a_7_anios,4,hombre_soltero,ninguno,3,seguro_vida_o_similar,36,ninguno,propia,2,empleado_cualificado,1,si,si,0
0_a_200_DM,10,pagados_hasta_ahora,coche_nuevo,7308,menos_de_100_DM,desempleado,2,hombre_soltero,ninguno,4,desconocido_sin_propiedad,70,banco,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,0
sin_cuenta_corriente,36,pagados_hasta_ahora,coche_nuevo,909,500_a_1000_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,seguro_vida_o_similar,36,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,6,pagados_hasta_ahora,mobiliario,2978,500_a_1000_DM,1_a_4_anios,1,hombre_soltero,ninguno,2,coche_u_otro,32,ninguno,propia,1,empleado_cualificado,1,si,si,0
menos_de_0_DM,18,pagados_hasta_ahora,mobiliario,1131,menos_de_100_DM,desempleado,4,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,33,ninguno,propia,1,empleado_cualificado,1,no,si,1
0_a_200_DM,11,pagados_hasta_ahora,mobiliario,1577,1000_DM_o_mas,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,1,inmueble,20,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,mobiliario,3972,menos_de_100_DM,4_a_7_anios,2,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,25,ninguno,alquiler,1,empleado_cualificado,1,si,si,0
0_a_200_DM,24,cuenta_critica_otros_bancos,negocio,1935,menos_de_100_DM,7_anios_o_mas,4,hombre_divorciado_separado,ninguno,4,inmueble,31,ninguno,propia,2,empleado_cualificado,1,si,si,1
menos_de_0_DM,15,sin_creditos_previos,coche_nuevo,950,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,3,coche_u_otro,33,ninguno,alquiler,2,empleado_cualificado,2,no,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,mobiliario,763,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,1,inmueble,26,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,24,retraso_en_pagos_previos,mobiliario,2064,menos_de_100_DM,desempleado,3,mujer_divorciada_separada_casada,ninguno,2,seguro_vida_o_similar,34,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,1
0_a_200_DM,8,pagados_hasta_ahora,radio_tv,1414,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,avalista,2,inmueble,33,ninguno,propia,1,empleado_cualificado,1,no,no,0
menos_de_0_DM,21,retraso_en_pagos_previos,educacion,3414,menos_de_100_DM,menos_de_1_anio,2,hombre_soltero,ninguno,1,seguro_vida_o_similar,26,ninguno,propia,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,30,todos_pagados_en_este_banco,coche_usado,7485,desconocido_sin_cuenta_ahorro,desempleado,4,mujer_divorciada_separada_casada,ninguno,1,inmueble,53,banco,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,1
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,2577,menos_de_100_DM,1_a_4_anios,2,hombre_divorciado_separado,ninguno,1,coche_u_otro,42,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,6,cuenta_critica_otros_bancos,radio_tv,338,500_a_1000_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,coche_u_otro,52,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,12,pagados_hasta_ahora,radio_tv,1963,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,2,coche_u_otro,31,ninguno,alquiler,2,directivo_autonomo_alta_cualificacion,2,si,si,0
menos_de_0_DM,21,cuenta_critica_otros_bancos,coche_nuevo,571,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,65,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,36,retraso_en_pagos_previos,negocio,9572,menos_de_100_DM,menos_de_1_anio,1,hombre_divorciado_separado,ninguno,1,coche_u_otro,28,ninguno,propia,2,empleado_cualificado,1,no,si,1
0_a_200_DM,36,retraso_en_pagos_previos,negocio,4455,menos_de_100_DM,1_a_4_anios,2,hombre_divorciado_separado,ninguno,2,inmueble,30,tiendas,propia,2,directivo_autonomo_alta_cualificacion,1,si,si,1
menos_de_0_DM,21,todos_pagados_en_este_banco,coche_nuevo,1647,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,hombre_soltero,ninguno,2,seguro_vida_o_similar,40,ninguno,propia,2,no_cualificado_residente,2,no,si,1
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,mobiliario,3777,1000_DM_o_mas,1_a_4_anios,4,hombre_soltero,ninguno,4,inmueble,50,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,18,cuenta_critica_otros_bancos,coche_nuevo,884,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,coche_u_otro,36,banco,propia,1,empleado_cualificado,2,si,si,1
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,radio_tv,1360,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,seguro_vida_o_similar,31,ninguno,propia,2,empleado_cualificado,1,no,si,0
0_a_200_DM,9,todos_pagados_en_este_banco,coche_usado,5129,menos_de_100_DM,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,74,banco,gratuita,1,directivo_autonomo_alta_cualificacion,2,si,si,1
0_a_200_DM,16,cuenta_critica_otros_bancos,coche_nuevo,1175,menos_de_100_DM,desempleado,2,hombre_soltero,ninguno,3,coche_u_otro,68,ninguno,gratuita,3,no_cualificado_no_residente,1,si,si,0
menos_de_0_DM,12,pagados_hasta_ahora,radio_tv,674,100_a_500_DM,4_a_7_anios,4,hombre_casado_viudo,ninguno,1,seguro_vida_o_similar,20,ninguno,propia,1,empleado_cualificado,1,no,si,1
0_a_200_DM,18,sin_creditos_previos,mobiliario,3244,menos_de_100_DM,1_a_4_anios,1,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,33,banco,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,negocio,4591,1000_DM_o_mas,1_a_4_anios,2,hombre_soltero,ninguno,3,seguro_vida_o_similar,54,ninguno,propia,3,directivo_autonomo_alta_cualificacion,1,si,si,1
0_a_200_DM,48,sin_creditos_previos,negocio,3844,100_a_500_DM,4_a_7_anios,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,34,ninguno,gratuita,1,no_cualificado_residente,2,no,si,1
0_a_200_DM,27,pagados_hasta_ahora,negocio,3915,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,coche_u_otro,36,ninguno,propia,1,empleado_cualificado,2,si,si,1
sin_cuenta_corriente,6,pagados_hasta_ahora,radio_tv,2108,menos_de_100_DM,4_a_7_anios,2,hombre_casado_viudo,ninguno,2,inmueble,29,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
0_a_200_DM,45,pagados_hasta_ahora,radio_tv,3031,100_a_500_DM,1_a_4_anios,4,hombre_soltero,avalista,4,seguro_vida_o_similar,21,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
0_a_200_DM,9,cuenta_critica_otros_bancos,educacion,1501,menos_de_100_DM,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,3,coche_u_otro,34,ninguno,propia,2,directivo_autonomo_alta_cualificacion,1,si,si,1
sin_cuenta_corriente,6,cuenta_critica_otros_bancos,radio_tv,1382,menos_de_100_DM,1_a_4_anios,1,mujer_divorciada_separada_casada,ninguno,1,coche_u_otro,28,ninguno,propia,2,empleado_cualificado,1,si,si,0
0_a_200_DM,12,pagados_hasta_ahora,mobiliario,951,100_a_500_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,27,banco,alquiler,4,empleado_cualificado,1,no,si,1
0_a_200_DM,24,pagados_hasta_ahora,coche_usado,2760,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,36,banco,gratuita,1,empleado_cualificado,1,si,si,0
0_a_200_DM,18,retraso_en_pagos_previos,mobiliario,4297,menos_de_100_DM,7_anios_o_mas,4,hombre_divorciado_separado,ninguno,3,desconocido_sin_propiedad,40,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,1
sin_cuenta_corriente,9,cuenta_critica_otros_bancos,educacion,936,500_a_1000_DM,7_anios_o_mas,4,hombre_soltero,ninguno,2,coche_u_otro,52,ninguno,propia,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,12,pagados_hasta_ahora,coche_nuevo,1168,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,ninguno,3,inmueble,27,ninguno,propia,1,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,27,retraso_en_pagos_previos,negocio,5117,menos_de_100_DM,4_a_7_anios,3,hombre_soltero,ninguno,4,coche_u_otro,26,ninguno,propia,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,reciclaje_profesional,902,menos_de_100_DM,4_a_7_anios,4,hombre_casado_viudo,ninguno,4,seguro_vida_o_similar,21,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,coche_nuevo,1495,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,1,inmueble,38,ninguno,propia,2,no_cualificado_residente,2,no,si,0
menos_de_0_DM,30,cuenta_critica_otros_bancos,coche_usado,10623,menos_de_100_DM,7_anios_o_mas,3,hombre_soltero,ninguno,4,desconocido_sin_propiedad,38,ninguno,gratuita,3,directivo_autonomo_alta_cualificacion,2,si,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,mobiliario,1935,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,43,ninguno,propia,3,empleado_cualificado,1,si,si,0
0_a_200_DM,12,cuenta_critica_otros_bancos,electrodomesticos,1424,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,3,seguro_vida_o_similar,26,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,24,pagados_hasta_ahora,negocio,6568,menos_de_100_DM,1_a_4_anios,2,hombre_casado_viudo,ninguno,2,coche_u_otro,21,tiendas,propia,1,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,12,pagados_hasta_ahora,coche_usado,1413,1000_DM_o_mas,4_a_7_anios,3,hombre_soltero,ninguno,2,seguro_vida_o_similar,55,ninguno,propia,1,empleado_cualificado,1,no,no,0
sin_cuenta_corriente,9,cuenta_critica_otros_bancos,radio_tv,3074,desconocido_sin_cuenta_ahorro,1_a_4_anios,1,hombre_soltero,ninguno,2,inmueble,33,ninguno,propia,2,empleado_cualificado,2,no,si,0
sin_cuenta_corriente,36,pagados_hasta_ahora,radio_tv,3835,desconocido_sin_cuenta_ahorro,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,4,inmueble,45,ninguno,propia,1,no_cualificado_residente,1,si,si,0
menos_de_0_DM,27,sin_creditos_previos,negocio,5293,menos_de_100_DM,desempleado,2,hombre_soltero,ninguno,4,seguro_vida_o_similar,50,tiendas,propia,2,empleado_cualificado,1,si,si,1
200_DM_o_mas,30,retraso_en_pagos_previos,negocio,1908,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,66,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,1
sin_cuenta_corriente,36,cuenta_critica_otros_bancos,radio_tv,3342,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,2,coche_u_otro,51,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,6,cuenta_critica_otros_bancos,reciclaje_profesional,932,desconocido_sin_cuenta_ahorro,4_a_7_anios,1,mujer_divorciada_separada_casada,ninguno,3,seguro_vida_o_similar,39,ninguno,propia,2,no_cualificado_residente,1,no,si,0
menos_de_0_DM,18,sin_creditos_previos,negocio,3104,menos_de_100_DM,4_a_7_anios,3,hombre_soltero,ninguno,1,seguro_vida_o_similar,31,banco,propia,1,empleado_cualificado,1,si,si,0
200_DM_o_mas,36,pagados_hasta_ahora,radio_tv,3913,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,inmueble,23,ninguno,propia,1,empleado_cualificado,1,si,si,0
menos_de_0_DM,24,pagados_hasta_ahora,mobiliario,3021,menos_de_100_DM,1_a_4_anios,2,hombre_divorciado_separado,ninguno,2,inmueble,24,ninguno,alquiler,1,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,10,pagados_hasta_ahora,coche_nuevo,1364,menos_de_100_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,64,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,12,pagados_hasta_ahora,radio_tv,625,menos_de_100_DM,menos_de_1_anio,4,hombre_casado_viudo,avalista,1,inmueble,26,banco,propia,1,no_cualificado_residente,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,educacion,1200,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,23,banco,alquiler,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,12,pagados_hasta_ahora,radio_tv,707,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,inmueble,30,banco,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,retraso_en_pagos_previos,negocio,2978,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,hombre_soltero,ninguno,4,inmueble,32,ninguno,propia,2,empleado_cualificado,2,si,si,0
sin_cuenta_corriente,15,pagados_hasta_ahora,coche_usado,4657,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,2,coche_u_otro,30,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,36,sin_creditos_previos,reparaciones,2613,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,coche_u_otro,27,ninguno,propia,2,empleado_cualificado,1,no,si,0
0_a_200_DM,48,pagados_hasta_ahora,radio_tv,10961,1000_DM_o_mas,4_a_7_anios,1,hombre_soltero,codeudor,2,desconocido_sin_propiedad,27,banco,propia,2,empleado_cualificado,1,si,si,1
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,7865,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,53,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,1
sin_cuenta_corriente,9,pagados_hasta_ahora,radio_tv,1478,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,2,coche_u_otro,22,ninguno,propia,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,24,pagados_hasta_ahora,mobiliario,3149,menos_de_100_DM,menos_de_1_anio,4,hombre_soltero,ninguno,1,desconocido_sin_propiedad,22,banco,gratuita,1,empleado_cualificado,1,no,si,0
200_DM_o_mas,36,pagados_hasta_ahora,radio_tv,4210,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,coche_u_otro,26,ninguno,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,9,pagados_hasta_ahora,coche_nuevo,2507,500_a_1000_DM,7_anios_o_mas,2,hombre_soltero,ninguno,4,desconocido_sin_propiedad,51,ninguno,gratuita,1,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,12,pagados_hasta_ahora,radio_tv,2141,100_a_500_DM,4_a_7_anios,3,hombre_soltero,ninguno,1,desconocido_sin_propiedad,35,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,18,pagados_hasta_ahora,radio_tv,866,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,avalista,2,inmueble,25,ninguno,propia,1,no_cualificado_residente,1,no,si,0
